symbol,asset_id,event_time,price_usd,open_price_usd,min_price_usd_24h,max_price_usd_24h,volume_24h,market_cap_usd,change_pct_24h
LINK,chainlink,2024-01-05T06:02:00Z,73372.060517,70455.733602,68544.474189,73977.29257,4977653505.57,1771220405226.916,23.416
ADA,cardano,2024-01-05T16:51:00Z,48013.822038,48874.995318,47652.691496,51162.608518,2865943827.819,26043534581.888,6.1838
ETH,ethereum,2024-01-06T08:18:00Z,76539.136261,73142.807394,70206.899761,80523.961493,4150308086.156,925333730237.369,-21.7361
SOL,solana,2024-01-04T13:22:00Z,51185.350524,51024.47478,46835.760342,51801.083492,4551975892.574,675707538264.635,0.4488
XRP,ripple,2024-01-05T10:16:00Z,13057.544035,13072.558362,11892.802738,13684.920052,4222480391.404,962932591979.126,-9.6356
DOT,polkadot,2024-01-06T19:24:00Z,22179.046378,22189.741971,21550.765546,24339.264751,3010454769.957,1614372758442.337,-10.2274
ETH,ethereum,2024-01-06T15:07:00Z,30562.269307,30818.966977,30518.92036,32923.278865,550465606.097,1546798530714.091,-14.8326
BTC,bitcoin,2024-01-06T04:10:00Z,32090.312648,32388.165983,31330.107316,32492.275908,4169590329.872,882857975706.643,4.4315
BTC,bitcoin,2024-01-02T23:05:00Z,2841.020456,2839.762211,2824.887416,3064.398145,4794768338.398,666305712261.325,24.3354
DOGE,dogecoin,2024-01-04T15:01:00Z,85804.556939,85228.905013,84495.216982,88245.444512,2933368534.413,125865210094.161,-21.2023
DOT,polkadot,2024-01-03T11:13:00Z,21556.028792,20617.473236,19948.790209,22102.854765,4603327185.767,1546010241598.046,-16.7455
LINK,chainlink,2024-01-03T19:46:00Z,61577.695065,65118.903641,58287.140968,66427.360285,1923939753.452,426950757928.912,24.6541
BTC,bitcoin,2024-01-05T18:02:00Z,37770.088186,34794.404201,35584.918038,39009.824412,333042774.909,1009130690309.005,-0.5285
ETH,ethereum,2024-01-06T23:21:00Z,51102.640864,49327.781932,47393.579373,54339.751254,4668900231.981,446721819907.557,-20.9932
AAVE,aave,2024-01-03T16:39:00Z,3460.507152,3633.744822,3337.056271,3562.600314,456419513.299,1343136605096.191,2.6073
AAVE,aave,2024-01-03T12:06:00Z,23854.543731,22467.16593,22601.528687,24697.295621,1815898966.994,298731969783.843,-20.5325
SOL,solana,2024-01-03T12:23:00Z,46420.185919,45034.271164,45627.369979,50101.085556,4621761139.198,1147934528498.459,-3.6106
LTC,litecoin,2024-01-06T05:03:00Z,8740.421647,8372.25353,8066.621645,8905.289969,3504261862.957,232272384312.161,-14.9522
SOL,solana,2024-01-05T09:14:00Z,44393.239664,48703.114002,44060.378135,49594.586757,1885772445.882,345704678640.489,17.3506
ADA,cardano,2024-01-03T08:18:00Z,32883.598337,32310.284334,32093.642741,34437.530913,4638659632.234,1092020899957.921,20.2716
LTC,litecoin,2024-01-02T06:26:00Z,11370.700261,11849.674037,11369.52135,11948.784032,3520073652.267,1787827644231.896,-5.4079
LINK,chainlink,2024-01-01T07:15:00Z,71595.562073,72170.802309,70204.279856,73450.943926,4201003520.27,209948448276.602,13.7979
LTC,litecoin,2024-01-06T04:18:00Z,80779.164519,81612.243237,77505.88567,84345.431222,3829940716.209,1826733064257.484,1.1626
LINK,chainlink,2024-01-07T04:44:00Z,71518.126067,75257.32359,70425.521156,76392.134508,1577580797.46,309155300800.188,-24.2199
ADA,cardano,2024-01-04T04:19:00Z,17246.036502,16751.796202,16933.875969,17629.076292,1464687615.804,514837745152.04,21.8213
DOT,polkadot,2024-01-02T18:32:00Z,91389.176488,90442.83512,87151.696081,92712.165598,4956452850.241,795598617714.574,-11.0139
DOT,polkadot,2024-01-02T00:14:00Z,23797.77792,15147.972847,14300.284858,15865.18528,3112167929.958,862389721207.377,-8.6615
,litecoin,2024-01-01T01:18:00Z,87899.57704,92001.804055,81743.377454,93764.736064,451986353.096,873407000402.184,8.0716
ADA,cardano,2024-01-03T13:10:00Z,87673.329484,87174.992701,83586.904865,95263.650776,979971383.125,992316831753.184,11.5169
DOT,polkadot,2024-01-07T05:17:00Z,6804.177904,7098.797476,6701.558287,7449.667541,154055527.379,1683704894066.378,16.129
BTC,bitcoin,2024-01-01T04:57:00Z,"12,34",48283.617024,45632.260631,48154.245553,4506259887.437,1747566544734.151,-11.3612
LTC,litecoin,2024-01-03T12:21:00Z,59891.309304,56287.257239,58152.444131,62816.33486,4741181948.766,1545147339371.025,7.7491
LTC,litecoin,2024-01-06T05:53:00Z,60051.86968,57012.101859,55723.311932,62215.206363,61674544.899,1782991820422.24,-22.4747
BTC,bitcoin,2024-01-05T20:09:00Z,40731.984774,39808.419911,39504.65887,43875.774557,748001948.637,1360509630052.124,19.7132
DOT,polkadot,2024-01-07T08:48:00Z,66943.107092,66593.280581,64980.436212,68284.047401,2654052607.488,195899093862.335,-6.416
DOT,polkadot,2024-01-07T14:47:00Z,18780.575309,20608.964816,18775.630727,20625.927982,2723646563.141,1146346447143.333,-3.6971
LTC,litecoin,2024-01-07T05:31:00Z,81440.037257,83125.977594,76297.204603,84110.667191,2288343595.751,218120114404.242,13.9647
ETH,ethereum,2024-01-04T18:13:00Z,69720.691909,65877.677066,66493.711316,70012.292831,2977489763.923,1242544808980.736,-14.4236
DOT,polkadot,2024-01-06T01:26:00Z,33233.603566,31743.805079,31377.874473,33497.435054,2263798375.154,1415018869204.201,2.2892
SOL,solana,2024-01-03T20:22:00Z,13049.217731,13402.141264,12450.028783,13709.046593,735580014.182,792708055340.743,8.2053
DOT,polkadot,2024-01-06T13:12:00Z,19852.080198,19772.447566,19086.479518,21393.774614,3792500730.205,1693574288553.94,-6.0159
BTC,bitcoin,2024-01-02T08:27:00Z,30568.605793,30659.147575,27509.481607,31014.513378,4712549102.307,1152410826254.079,13.2014
SOL,solana,2024-01-03T04:03:00Z,86486.566205,88747.160219,85306.044267,90586.831221,1903735826.438,230671111623.979,3.0792
ETH,ethereum,2024-01-01T18:48:00Z,91465.478087,87758.278392,84424.552429,94492.73399,4546158590.278,1646152211563.764,-10.4384
LINK,chainlink,2024-01-06T06:06:00Z,62394.426941,63727.03747,59700.783981,62819.479102,115650086.655,1884377713550.0,2.4409
DOGE,dogecoin,2024-01-02T12:36:00Z,30831.701549,28752.784499,28964.38506,31223.245802,1661618735.542,627549861487.865,1.4867
DOT,polkadot,2024-01-03T14:36:00Z,37957.388335,36892.404369,37328.967957,39345.656255,2770718426.316,1725668493572.19,-17.5919
LTC,litecoin,2024-01-06T06:47:00Z,48051.483675,45591.065571,44513.930895,49897.354565,2398095758.495,1786423668054.074,14.1576
BTC,bitcoin,2024-01-04T08:00:00Z,36907.833306,36809.996817,36129.992161,38492.109453,4944825529.112,452048576238.332,22.5814
AAVE,aave,2024-01-07T04:51:00Z,33861.596011,33303.401331,33078.765903,35324.815864,3659463204.4,819181641136.978,3.8549
LTC,litecoin,2024-01-01T11:27:00Z,15155.580873,15090.229859,13759.35193,15398.933804,2430685607.279,1069575334859.146,-24.723
DOT,polkadot,2024-01-06T12:15:00Z,10229.135887,10480.170793,10100.824824,11114.915828,4881127920.664,1458937443439.964,-24.4938
SOL,solana,2024-01-03T15:59:00Z,78055.470124,79198.29994,74898.892366,79487.846488,2713459564.736,1786550792394.602,15.9899
LTC,litecoin,2024-01-04T05:38:00Z,23268.808586,22708.725832,22433.276668,24113.386275,2016791425.106,1589410681503.324,-13.0846
AAVE,aave,2024-01-07T20:38:00Z,94329.703798,94204.733934,90062.206496,98392.881514,4863814716.004,671186464663.717,5.4567
DOT,polkadot,2024-01-04T02:48:00Z,10343.135195,10931.893164,10300.807523,11312.077384,3999536344.995,1986102301999.862,16.2166
DOGE,dogecoin,2024-01-07T05:18:00Z,23526.309189,23094.158443,22228.114359,24399.963326,2869680840.473,1351002653044.225,1.4163
LINK,chainlink,2024-01-02T04:33:00Z,12994.309677,12266.798429,12102.468648,13303.8814,3407130641.464,1767470285475.837,-6.8436
BTC,bitcoin,2024-01-06T23:24:00Z,21551.530043,20132.001258,19411.308519,21580.1222,403781625.79,918196223154.666,0.7833
ADA,cardano,2024-01-02T17:55:00Z,81774.198485,82429.593278,76653.006316,83865.294112,1478279816.797,1755297235209.451,6.8133
AAVE,aave,2024-01-05T05:59:00Z,75725.823488,78118.446949,74589.672126,86046.111296,3247894146.307,169380600577.748,23.4829
BTC,bitcoin,2024-01-02T02:58:00Z,47191.052745,43593.474224,43174.007094,49344.310983,1844719659.742,1234500129936.844,-20.2888
DOGE,dogecoin,2024-01-06T03:45:00Z,90661.650076,92322.155284,87178.550684,94221.281388,2094543702.932,1907012303157.328,20.8016
ETH,ethereum,2024-01-02T05:52:00Z,86952.183453,87769.468433,82886.323332,91138.292931,3517572906.756,1940247499598.066,-14.3009
SOL,solana,2024-01-06T06:02:00Z,93625.670099,86772.125436,88247.186845,93725.767942,3915438331.738,1631542948500.402,-3.3375
ADA,cardano,2024-01-07T07:37:00Z,25551.517713,27371.561986,25463.111543,27230.218042,4297851599.713,617409166304.288,19.6724
ETH,ethereum,2024-01-04T08:36:00Z,59611.533642,60369.483704,56790.221674,62426.879855,3888876481.163,878601826891.113,-15.0946
DOT,polkadot,2024-01-03T19:30:00Z,30202.815428,30528.439919,28751.441908,31473.951622,4995704582.325,1480869213611.381,21.0892
DOGE,dogecoin,2024-01-04T09:47:00Z,4435.124797,4467.487904,4417.599577,4967.76117,2028860908.721,1906252055135.138,-23.1624
DOT,polkadot,2024-01-01T21:50:00Z,15770.448053,16170.680124,15300.97317,16303.040976,2227050186.443,499281678787.366,-14.4917
ETH,ethereum,2024-01-05T22:56:00Z,84990.262086,83613.121456,81950.052626,90828.237783,1825611306.314,1096531458676.065,-11.7791
LINK,chainlink,2024-01-07T11:49:00Z,9639.721253,10132.6758,9157.35646,10284.959519,4632238276.803,203389224219.878,-19.7068
LTC,litecoin,2024-01-05T19:38:00Z,74186.55979,69627.320857,72205.383255,76975.79246,40486714.013,565200415827.797,15.957
XRP,ripple,2024-01-04T18:37:00Z,36450.387231,36100.689148,36416.5503,39709.494747,2250558066.735,1113380161399.01,-12.0487
DOGE,dogecoin,2024-01-06T10:08:00Z,70351.545381,74463.752994,67299.118126,77140.188275,2194590750.054,1648154406494.298,2.05
SOL,solana,2024-01-05T11:05:00Z,73389.89468,77051.74591,71782.602934,77116.28872,1209542141.416,321901376170.96,-8.4775
SOL,solana,2024-01-03T13:53:00Z,55020.649699,56810.033706,52239.287379,60844.801714,4859212376.638,1128148883606.979,-24.0649
LTC,litecoin,2024-01-02T20:53:00Z,87624.495361,88880.85565,81807.817463,88510.097303,3021096592.194,191482801109.993,10.1608
ETH,ethereum,2024-01-06T02:49:00Z,23640.899895,21762.859172,21565.790047,23824.154587,3911232358.23,1746325911147.076,-23.1556
SOL,solana,2024-01-02T05:32:00Z,41798.76741,40932.78937,41636.165504,44120.078163,3892086569.063,1985039198461.527,-23.9574
ADA,cardano,2024-01-04T10:13:00Z,34896.823204,33033.116952,32694.879248,35675.774622,433558253.852,240869863261.456,-6.0961
ADA,cardano,2024-01-06T20:07:00Z,74669.272806,72281.963383,73322.256585,76241.086575,3993072945.13,202090348492.367,-7.8155
ADA,cardano,2024-01-03T09:56:00Z,46677.897801,48691.052442,46601.057642,52802.756155,1048947028.646,101326398140.487,-23.658
BTC,bitcoin,2024-01-04T08:02:00Z,25232.280802,24845.866971,23238.854985,26070.052362,3020301422.461,976105115501.112,11.396
SOL,solana,2024-01-07T00:27:00Z,74352.150517,79655.3664,73432.188861,83043.347116,2447726427.027,1984193367488.623,2.8516
DOT,polkadot,2024-01-04T04:47:00Z,15136.027034,14616.034477,14692.156048,15847.524858,4096216945.228,209905184220.156,-11.6155
DOT,polkadot,2024-01-02T18:34:00Z,78804.418807,76175.490653,78412.368001,85425.971738,3763471391.513,846639307394.298,-10.682
ETH,ethereum,2024-01-06T23:04:00Z,33826.378201,35309.306368,32092.986776,37072.722301,2806466873.837,1479869261723.055,14.5296
DOT,polkadot,2024-01-07T18:47:00Z,87200.894785,85186.475574,80081.607853,90144.459033,2022127864.023,1969849027090.891,-22.8817
DOT,polkadot,2024-01-03T10:02:00Z,14314.581678,13044.544952,13268.042201,14578.991025,769007413.914,98147494224.997,-6.4712
AAVE,aave,2024-01-02T14:58:00Z,50840.279715,46476.15547,47176.383115,51026.670118,1572832151.551,1068908437612.092,-23.4624
LINK,chainlink,2024-01-02T15:25:00Z,87668.825515,88527.328935,86715.897594,90764.156043,4947818992.094,493684337815.978,-3.3325
ETH,ethereum,2024-01-06T04:29:00Z,38508.448157,34678.234387,33706.686257,39181.543565,4386028735.887,1903804012204.027,22.1799
BTC,bitcoin,2024-01-04T05:40:00Z,52731.195787,52791.648221,48366.833639,52797.585723,207300143.022,1833301809455.011,-19.5052
SOL,solana,2024-01-03T02:20:00Z,13633.501153,13461.352255,13070.771475,14218.634094,2953131505.54,1080754089414.756,-19.8757
DOGE,dogecoin,2024-01-06T15:55:00Z,35940.234347,36683.58614,35567.990344,38344.584604,4918947007.542,1953181555166.652,-16.4913
AAVE,aave,2024-01-05T14:24:00Z,26497.928009,25524.030135,25573.443591,26893.002537,234797730.071,681646218610.729,16.388
AAVE,aave,2024-01-01T18:17:00Z,19689.088822,20433.497952,19531.805552,20833.643673,-31881.07331089177,450990996099.198,-22.7691
ADA,cardano,2024-01-07T08:58:00Z,17536.222085,18105.643557,17330.393192,19127.006847,3435307488.648,1282906173990.948,-7.6924
LINK,chainlink,2024-01-02T11:41:00Z,68448.265726,67720.189366,65448.74606,68946.483157,3162156326.772,1411652523316.896,-5.6177
SOL,solana,2024-01-05T22:45:00Z,56374.932745,54444.370261,53403.884799,59156.073101,2133003437.044,1828019712715.323,-13.3437
LTC,litecoin,2024-01-07T10:14:00Z,322.60408,300.260991,306.981726,327.026237,19056018.961,1150009791770.285,8.6352
ADA,cardano,2024-01-03T00:54:00Z,14506.168425,13406.712822,12474.780854,14586.161639,61416122.141,344516956133.811,2.3297
DOGE,dogecoin,2024-01-07T18:44:00Z,79305.422689,75589.54427,76738.570205,84170.947694,3813914230.532,761304320914.129,17.4291
LINK,chainlink,2024-01-01T22:55:00Z,107519.2812045,67872.118249,63481.30681,71679.520803,2097714411.238,918482419054.887,-8.2028
SOL,solana,2024-01-01T12:56:00Z,8582.12073,8661.434242,8845.598473,8140.073884,1851015642.52,223351506184.46,-0.6708
DOGE,dogecoin,2024-01-06T09:31:00Z,17673.507854,17854.170519,16480.901418,18331.350562,470521157.645,754096247459.684,-13.2033
DOT,polkadot,2024-01-03T09:59:00Z,79775.835854,74409.649183,75761.91626,81773.983483,2147760776.44,1339618123900.59,5.0893
ETH,ethereum,2024-01-02T17:31:00Z,55499.461042,54457.321408,53648.746545,55690.040411,80860494.9,1910813889584.066,15.053
ADA,cardano,2024-01-01T14:16:00Z,49680.239027,50567.996177,52859.731506,48707.929883,2984281215.662,1057108757442.82,-17.8048
ADA,cardano,2024-01-05T20:11:00Z,43735.156147,43505.468068,40188.023373,46093.855907,3484639134.087,899533902489.459,-16.2505
ETH,ethereum,2024-01-04T00:13:00Z,86034.394919,88292.886335,78184.861922,88624.719255,1090201719.212,1369492324001.073,-23.7238
BTC,bitcoin,2024-01-05T05:12:00Z,54593.244838,51855.223806,48999.678573,55157.527178,3266671470.675,1043232722621.493,-8.8739
LINK,chainlink,2024-01-02T10:17:00Z,42598.92357,39934.711228,40777.738888,44520.499753,3292148887.389,768546900716.271,-10.8201
SOL,solana,2024-01-01T05:43:00Z,,89525.224944,89841.199203,95462.113281,1119825410.162,1317777868075.105,-8.2587
SOL,solana,2024-01-02T15:31:00Z,68465.653738,66993.943788,62847.033604,70418.947407,2671724378.15,1939700809895.199,-17.108
SOL,solana,2024-01-06T11:32:00Z,49929.214258,48391.158338,45674.974717,51827.983445,33103371.312,755661398996.752,-3.8212
LINK,chainlink,2024-01-07T11:37:00Z,17327.67696,17297.272178,16491.227534,17690.780353,3231960075.378,1352953303330.997,14.1663
XRP,ripple,2024-01-06T20:55:00Z,74101.038771,77350.597307,72148.086332,75733.629982,2763221372.403,304219264765.895,-6.6995
SOL,solana,2024-99-99T00:00:00Z,76488.706254,79397.990885,72262.332318,80887.282187,571304661.526,1880125014188.446,21.2901
AAVE,aave,2024-01-02T22:14:00Z,78271.481699,71336.959073,71440.295361,79316.204723,4810743482.499,610840885403.023,-18.998
LTC,litecoin,2024-01-07T07:31:00Z,67047.121591,64744.430165,63095.103182,70718.770804,3993979051.386,1074564426512.566,-6.1223
LINK,chainlink,2024-01-05T12:24:00Z,75479.694532,77550.303654,73956.383381,82206.242138,1274048379.443,1210949994588.632,-16.7301
ETH,ethereum,2024-01-01T07:34:00Z,25007.371983,24375.098634,24025.420343,26210.974039,3158191884.554,271437438699.197,-11.9134
DOGE,dogecoin,2024-01-01T16:12:00Z,33179.805335,33862.15447,31729.13398,33670.658791,2736589544.068,810562765902.393,19.7614
AAVE,aave,2024-01-04T02:29:00Z,28143.7565,29513.504126,27810.553522,29223.786463,4090900854.373,1989439469951.972,-24.7403
DOGE,dogecoin,2024-01-07T08:29:00Z,78468.118648,78228.725689,75994.9203,79166.273267,1170522820.834,1900309560667.368,-19.3254
XRP,ripple,2024-01-02T00:53:00Z,11851.925745,12015.516366,11151.132021,11973.465735,3028505744.461,1480824333721.218,23.1905
DOT,polkadot,2024-01-04T03:03:00Z,53602.749221,54082.604487,50214.201474,54467.892414,2350426012.403,667588901688.866,-18.0684
XRP,ripple,2024-01-04T14:12:00Z,84791.877611,90038.827985,81713.712251,91409.517757,3288266830.121,1370267993126.25,12.8271
ADA,cardano,2024-01-05T15:30:00Z,43407.483479,45492.13468,42181.274393,46780.957495,2569222209.386,1394691084173.782,9.2968
ETH,ethereum,2024-01-05T11:16:00Z,26316.46356,26581.446943,25506.072481,28326.495126,3746074868.837,876699275139.821,19.9393
XRP,ripple,2024-01-01T13:55:00Z,73062.849237,76875.249895,81962.962732,72856.56573,4130260904.681,153844316018.697,3.6701
ADA,cardano,2024-01-07T04:15:00Z,18022.328398,18087.872646,16892.622254,18194.097799,849373752.678,1875519416382.154,-10.1892
LINK,chainlink,2024-01-07T11:50:00Z,73776.410615,70166.556707,66501.647555,75449.015438,4586753047.845,152728530554.432,-0.1034
LINK,chainlink,2024-01-06T19:28:00Z,16099.603482,15548.303669,15413.634765,16936.944593,1891857025.381,118574280253.711,-20.1829
LINK,chainlink,2024-01-03T15:56:00Z,77448.177453,73047.462567,70940.318725,77816.112659,3851101334.991,603145897193.551,-22.1708
XRP,ripple,2024-01-05T18:03:00Z,23404.862215,24532.059431,23136.916042,24871.272578,1253132554.628,1138595602752.846,16.7306
AAVE,aave,2024-01-03T04:23:00Z,88631.638351,90824.061838,87882.06855,92463.858595,131323432.066,137239303161.24,13.7673
SOL,solana,2024-99-99T00:00:00Z,87713.370803,84445.446436,79009.484358,90259.638421,38326443.969,1862214633662.449,10.5601
DOT,polkadot,2024-01-01T15:16:00Z,88419.327893,87188.029198,85421.525687,93111.440502,545537215.6,973298308321.054,7.887
DOT,polkadot,2024-01-05T07:04:00Z,23254.860123,23852.406074,21966.49881,24969.022071,2743873611.893,462342321242.4,6.1732
DOT,polkadot,2024-01-03T06:24:00Z,12258.13656,12782.749501,12076.654086,12961.518945,193600415.821,1783187984764.315,16.8144
DOT,polkadot,2024-01-07T16:24:00Z,36142.663078,34855.825696,33497.591833,36693.205429,3109665532.32,225341920778.618,-8.6479
BTC,bitcoin,2024-01-07T10:52:00Z,42200.209677,41009.438547,41011.016038,43618.681451,3346532231.636,1410222153680.75,-10.7824
LINK,chainlink,2024-01-05T12:36:00Z,56860.48101,57358.51894,55170.797206,59881.346193,3056627852.796,214031403956.964,0.5894
SOL,solana,2024-01-05T02:21:00Z,76019.310708,78547.263186,73555.67998,81953.013847,346202794.934,395042958501.332,-12.4176
DOGE,dogecoin,2024-01-07T13:40:00Z,76100.864039,71642.489574,72775.420359,77838.660105,3656698393.64,1991649369747.552,7.2009
LTC,litecoin,2024-01-04T00:11:00Z,26210.370686,25884.701496,25101.608909,27356.856035,1858691187.721,1971826320812.484,6.7995
AAVE,aave,2024-01-07T01:14:00Z,14785.820713,14345.217291,13288.184394,14789.917559,4072643140.701,1701575801511.076,19.6324
AAVE,aave,2024-01-04T10:00:00Z,69273.247897,68399.937376,65694.399475,70079.155597,4451823996.172,1340140636772.382,-13.9301
XRP,ripple,2024-01-05T10:27:00Z,20094.469429,20547.402048,19751.909479,21248.196584,3106494536.774,143003998657.781,6.506
ADA,cardano,2024-01-03T12:32:00Z,25582.278771,25606.627713,24304.388424,27134.946323,4719570777.164,1104289590425.7,-5.3638
XRP,ripple,2024-01-06T23:35:00Z,68988.729519,73003.323159,67675.517782,73942.731028,3940638792.308,908567582107.952,-4.6387
LTC,litecoin,2024-01-04T17:03:00Z,8402.985253,7997.748096,7878.501934,8949.247101,4621672239.641,893554849494.848,-21.098
,polkadot,2024-01-01T00:52:00Z,93180.891569,94754.398275,91170.871102,98262.434843,59361141.38,1586781225270.725,13.0095
ETH,ethereum,2024-01-01T21:47:00Z,31739.536997,34189.83059,31717.684396,35825.59365,898822652.665,-101559.23959905455,-24.1992
DOT,polkadot,2024-01-01T06:16:00Z,,46855.773064,44416.662371,49135.216863,2070873589.307,934647961616.565,24.6235
ADA,cardano,2024-01-07T05:43:00Z,60022.520484,57372.527817,58642.423483,62090.040477,1173568820.779,1648495131031.864,18.6938
DOGE,dogecoin,2024-01-01T21:45:00Z,77725.102018,78427.505789,76213.251971,79316.872906,1429832306.905,-282257.85955091956,6.0489
SOL,solana,2024-01-07T13:39:00Z,91796.747598,90485.098353,86848.057165,92537.979682,3806596224.037,1397178409764.328,-4.8667
XRP,ripple,2024-01-01T22:02:00Z,40677.796693,40884.423187,39650.402615,41788.270963,4066609426.89,185047224303.344,-10.3098
LINK,chainlink,2024-01-04T17:55:00Z,13398.408002,14348.054601,13363.452323,15017.58613,1943279916.284,5348375774.179,-10.1932
LINK,chainlink,2024-01-02T03:31:00Z,66518.204963,68884.772578,62120.252557,66809.89595,2523579607.511,1928667621458.059,-21.3391
ETH,ethereum,2024-01-01T19:24:00Z,60557.042956,61140.197332,55191.422484,62705.169804,3514889971.833,1845887910366.635,21.3142
SOL,solana,2024-01-07T18:26:00Z,14180.132196,14765.31731,13416.141968,14460.244874,1743768326.766,305407725203.735,18.8956
SOL,solana,2024-01-07T01:19:00Z,54624.634061,57108.162419,53038.695518,58375.975895,2950581982.223,1965643015203.167,14.6718
DOGE,dogecoin,2024-01-04T21:03:00Z,56593.885166,54248.344024,50553.24112,57613.603031,740248910.849,1230884589914.354,6.3822
ADA,cardano,2024-01-05T01:31:00Z,25674.721088,25045.438091,25075.48838,26769.695112,3869898283.643,1810951001015.591,8.8156
LINK,chainlink,2024-01-03T09:20:00Z,86153.225824,84378.254126,81928.137316,89033.229868,2319734996.59,504383733139.99,21.6055
SOL,solana,2024-01-04T11:38:00Z,67068.125527,62168.237962,58490.413453,67138.285912,2419879908.552,1282212638080.936,18.2214
,dogecoin,2024-01-01T00:35:00Z,2393.99399,2424.711002,2376.827581,2613.083354,797660306.207,1883817100592.37,12.1797
BTC,bitcoin,2024-01-02T17:39:00Z,46450.257451,48293.591032,45958.896593,48025.796164,1306873265.713,673519157429.586,-23.3893
SOL,solana,2024-01-04T09:19:00Z,59217.654307,56376.972648,54575.928525,60372.438225,1084032241.233,1337584675241.681,6.2211
BTC,bitcoin,2024-01-06T17:34:00Z,65693.029366,68693.968502,64913.611136,67944.663004,561134782.534,1575878357273.228,-13.3391
LINK,chainlink,2024-01-04T13:07:00Z,40162.266592,38771.744824,37913.303812,41275.419816,4329217729.85,1214632215564.219,-8.921
SOL,solana,2024-01-06T12:56:00Z,27021.023552,28531.397809,26241.156924,28335.355051,4356241319.816,118399024932.602,-5.4288
XRP,ripple,2024-01-01T03:16:00Z,35169.339112,35511.036755,31564.43492,37001.142565,2733901968.353,1490409010519.547,11.4296
LTC,litecoin,2024-01-05T16:18:00Z,9422.335974,9107.238796,8794.749179,9872.117619,3645898512.468,1958482648267.302,14.4104
ADA,cardano,2024-01-06T05:01:00Z,9550.75636,10357.923203,9404.882528,10461.421878,3299611977.002,1899676918428.009,-5.1079
AAVE,aave,2024-01-04T05:37:00Z,19326.81524,17982.242907,16996.644617,19357.342886,2896109115.809,1659143217747.617,-13.2313
ADA,cardano,2024-01-06T12:55:00Z,75954.607374,78091.242593,74985.004547,86132.544968,4315345310.483,339617352094.781,3.8062
ETH,ethereum,2024-01-04T15:45:00Z,47025.271549,46727.515436,44961.558308,49465.871137,4175649934.843,695075278602.879,-17.9827
SOL,solana,2024-01-04T10:54:00Z,57304.389832,56202.928022,55170.789682,59619.917355,4052782164.468,389611550141.562,-24.9783
DOT,polkadot,2024-01-06T13:46:00Z,71804.139949,75839.619612,71676.520028,81742.260495,2026385225.038,1878217856748.866,-10.734
BTC,bitcoin,2024-01-02T02:56:00Z,73968.720343,74887.532611,72302.048849,78519.259014,4508842240.247,320809402451.548,2.9275
DOGE,dogecoin,2024-01-06T02:04:00Z,83872.824531,84020.777909,81099.619556,86812.954371,4327160689.135,488968507427.154,-0.2663
SOL,solana,2024-01-03T23:46:00Z,66086.853176,63138.992116,63249.588586,68050.965604,3857176306.869,1368236439984.412,-19.4771
SOL,solana,2024-01-03T00:23:00Z,54381.715512,57197.769039,51238.138241,56463.503505,2844076161.665,697227203863.713,24.3812
LINK,chainlink,2024-01-03T06:05:00Z,20606.657944,21485.063358,19403.896052,22287.396164,1088042990.312,1036592620660.526,-17.3032
LINK,chainlink,2024-01-06T17:29:00Z,87067.30005,83031.678306,83873.307558,87735.10772,1403290278.597,750350704615.943,8.4791
DOT,polkadot,2024-01-04T04:37:00Z,11030.215203,10299.910088,10457.677648,11099.10843,964881983.497,96560479288.347,-21.6304
DOGE,dogecoin,2024-01-05T15:51:00Z,35471.550217,34427.328764,32665.999156,35487.695888,1547216777.162,1848155606477.881,7.2563
BTC,bitcoin,2024-01-04T23:41:00Z,18457.903401,18469.057569,17431.602335,19112.356963,1612980441.054,1079738675870.059,6.8624
AAVE,aave,2024-01-04T14:52:00Z,18747.60112,19859.50062,18479.629889,19979.241976,2957479725.399,961996819549.692,-8.7336
LINK,chainlink,2024-01-04T13:43:00Z,45534.727525,46186.468059,44775.689344,48655.73561,1372372541.132,1356832124425.929,-13.4026
LINK,chainlink,2024-01-04T05:06:00Z,22868.30948,23549.458766,21603.766703,23573.797129,365609516.765,591968523034.062,-15.1812
BTC,bitcoin,2024-01-07T04:41:00Z,56049.045242,53633.966305,52332.877431,57678.384542,2161898407.842,1662298489843.838,-5.6589
BTC,bitcoin,2024-01-05T03:52:00Z,91077.063644,99044.135171,90982.900442,97532.817695,2215361551.578,1223005742043.28,-8.2126
LINK,chainlink,2024-01-01T19:39:00Z,5551.35582,5762.744073,5414.39794,5883.376366,2927804202.056,1207990084999.525,-4.387
DOGE,dogecoin,2024-01-05T12:35:00Z,74308.523474,72725.468219,69404.483008,79627.144865,1836633973.911,1805496269699.506,12.3829
SOL,solana,2024-01-07T09:45:00Z,93482.179612,93148.122539,89834.750955,98383.892354,2666485088.11,1656194207397.968,-24.2107
LTC,litecoin,2024-01-04T16:08:00Z,50136.57237,51967.254802,48121.031374,52790.936505,820960215.719,246633167117.341,21.4268
ETH,ethereum,2024-01-01T21:40:00Z,86051.416145,86025.258205,78222.784251,88095.971805,4587786824.386,-959270.1614233265,9.437
LINK,chainlink,2024-01-01T14:10:00Z,89764.136044,93275.607018,95858.266119,87087.888112,1666467419.334,560384586218.619,7.7598
DOGE,dogecoin,2024-01-03T14:39:00Z,61020.491208,62666.489688,59694.442787,67486.447443,4706008749.229,710504595765.322,13.1485
